region_code;region_name;state_code;state_abbr;state_name;city_code;city_name;gdp_2023_current_prices_thousand_reais;gdp_per_capita_2023_current_reais;gdp_2022_current_prices_thousand_reais;gdp_per_capita_2022_current_reais;gdp_2021_current_prices_thousand_reais;gdp_per_capita_2021_current_reais;gross_value_added_agriculture_2021_current_prices_thousand_reais;gross_value_added_industry_2021_current_prices_thousand_reais;gross_value_added_services_2021_current_prices_thousand_reais;gross_value_added_public_administration_2021_current_prices_thousand_reais;gross_value_added_total_2021_current_prices_thousand_reais;taxes_less_subsidies_2021_current_prices_thousand_reais;main_economic_activity_2021;second_main_economic_activity_2021;third_main_economic_activity_2021;total_school_records;has_any_school_record;approval_rate_estadual_medio_todos_1_4;performance_indicator_estadual_medio_todos_1_4;saeb_math_score_estadual_medio_todos_1_4;saeb_portuguese_score_estadual_medio_todos_1_4;saeb_standardized_average_score_estadual_medio_todos_1_4;ideb_estadual_medio_todos_1_4;ideb_projection_estadual_medio_todos_1_4;approval_rate_publica_medio_todos_1_4;performance_indicator_publica_medio_todos_1_4;saeb_math_score_publica_medio_todos_1_4;saeb_portuguese_score_publica_medio_todos_1_4;saeb_standardized_average_score_publica_medio_todos_1_4;ideb_publica_medio_todos_1_4;ideb_projection_publica_medio_todos_1_4;approval_rate_publica_fundamental_finais_6_9;performance_indicator_publica_fundamental_finais_6_9;saeb_math_score_publica_fundamental_finais_6_9;saeb_portuguese_score_publica_fundamental_finais_6_9;saeb_standardized_average_score_publica_fundamental_finais_6_9;ideb_publica_fundamental_finais_6_9;ideb_projection_publica_fundamental_finais_6_9;approval_rate_municipal_fundamental_finais_6_9;performance_indicator_municipal_fundamental_finais_6_9;saeb_math_score_municipal_fundamental_finais_6_9;saeb_portuguese_score_municipal_fundamental_finais_6_9;saeb_standardized_average_score_municipal_fundamental_finais_6_9;ideb_municipal_fundamental_finais_6_9;ideb_projection_municipal_fundamental_finais_6_9;approval_rate_publica_fundamental_iniciais_1_5;performance_indicator_publica_fundamental_iniciais_1_5;saeb_math_score_publica_fundamental_iniciais_1_5;saeb_portuguese_score_publica_fundamental_iniciais_1_5;saeb_standardized_average_score_publica_fundamental_iniciais_1_5;ideb_publica_fundamental_iniciais_1_5;ideb_projection_publica_fundamental_iniciais_1_5;approval_rate_municipal_fundamental_iniciais_1_5;performance_indicator_municipal_fundamental_iniciais_1_5;saeb_math_score_municipal_fundamental_iniciais_1_5;saeb_portuguese_score_municipal_fundamental_iniciais_1_5;saeb_standardized_average_score_municipal_fundamental_iniciais_1_5;ideb_municipal_fundamental_iniciais_1_5;ideb_projection_municipal_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_iniciais_1_5;performance_indicator_estadual_fundamental_iniciais_1_5;saeb_math_score_estadual_fundamental_iniciais_1_5;saeb_portuguese_score_estadual_fundamental_iniciais_1_5;saeb_standardized_average_score_estadual_fundamental_iniciais_1_5;ideb_estadual_fundamental_iniciais_1_5;ideb_projection_estadual_fundamental_iniciais_1_5;approval_rate_estadual_fundamental_finais_6_9;performance_indicator_estadual_fundamental_finais_6_9;saeb_math_score_estadual_fundamental_finais_6_9;saeb_portuguese_score_estadual_fundamental_finais_6_9;saeb_standardized_average_score_estadual_fundamental_finais_6_9;ideb_estadual_fundamental_finais_6_9;ideb_projection_estadual_fundamental_finais_6_9;approval_rate_municipal_medio_todos_1_4;performance_indicator_municipal_medio_todos_1_4;saeb_math_score_municipal_medio_todos_1_4;saeb_portuguese_score_municipal_medio_todos_1_4;saeb_standardized_average_score_municipal_medio_todos_1_4;ideb_municipal_medio_todos_1_4;ideb_projection_municipal_medio_todos_1_4;approval_rate_federal_medio_todos_1_4;performance_indicator_federal_medio_todos_1_4;saeb_math_score_federal_medio_todos_1_4;saeb_portuguese_score_federal_medio_todos_1_4;saeb_standardized_average_score_federal_medio_todos_1_4;ideb_federal_medio_todos_1_4;ideb_projection_federal_medio_todos_1_4;approval_rate_federal_fundamental_iniciais_1_5;performance_indicator_federal_fundamental_iniciais_1_5;saeb_math_score_federal_fundamental_iniciais_1_5;saeb_portuguese_score_federal_fundamental_iniciais_1_5;saeb_standardized_average_score_federal_fundamental_iniciais_1_5;ideb_federal_fundamental_iniciais_1_5;ideb_projection_federal_fundamental_iniciais_1_5;approval_rate_federal_fundamental_finais_6_9;performance_indicator_federal_fundamental_finais_6_9;saeb_math_score_federal_fundamental_finais_6_9;saeb_portuguese_score_federal_fundamental_finais_6_9;saeb_standardized_average_score_federal_fundamental_finais_6_9;ideb_federal_fundamental_finais_6_9;ideb_projection_federal_fundamental_finais_6_9
4;Sul;43;RS;Rio Grande do Sul;4300034;Aceguá;382340.49;91688.37;291050.785;69796.35;458226.355;91994.85;269423.337;20614.439;99176.155;45049.677;434263.608;23962.747;Agricultura, inclusive apoio à agricultura e a pós colheita;Pecuária, inclusive apoio à pecuária;Demais serviços;6;True;81.3;0.815947;276.82;290.2;4.921747;4.0;;81.3;0.815947;276.82;290.2;4.921747;4.0;;92.0;0.923104;249.86;251.24;5.018333;4.6;;91.5;0.917643;249.86;251.24;5.018333;4.6;;96.0;0.962468;228.04;224.27;6.393598;6.2;;97.4;0.975289;228.04;224.27;6.393598;6.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300059;Água Santa;418737.672;107039.28;480667.73;122870.07;547412.925;146445.41;158098.364;24609.448;266705.759;28221.107;477634.678;69778.248;Comércio e reparação de veículos automotores e motocicletas;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;6;True;94.5;0.948529;300.28;291.12;5.265014;5.0;;94.5;0.948529;300.28;291.12;5.265014;5.0;;91.0;0.90955;265.77;242.98;5.145833;4.7;;93.2;0.933063;265.77;242.98;5.145833;4.8;;95.0;0.953365;238.6;220.31;6.523124;6.2;;96.7;0.970726;238.6;220.31;6.523124;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300109;Agudo;780151.895;48634.87;648342.377;40422.87;667876.901;40863.74;201172.602;101412.834;195298.233;99024.946;596908.615;70968.286;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;92.6;0.928987;298.87;302.54;5.416169;5.0;;92.6;0.928987;298.87;302.54;5.416169;5.0;;88.2;0.877475;259.73;264.23;5.399333;4.7;;86.0;0.855649;262.14;262.78;5.415333;4.6;;93.2;0.929624;244.24;229.57;6.799121;6.3;;92.7;0.9221;238.02;226.97;6.633146;6.1;;97.7;0.981286;270.48;240.55;7.499521;7.4;;97.7;0.97653;255.27;266.91;5.369667;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300208;Ajuricaba;383524.803;57072.14;379621.821;56491.34;521060.49;74961.95;247930.517;36130.704;152360.168;44354.687;480776.076;40284.415;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;87.1;0.872316;289.72;302.41;5.285711;4.6;;87.1;0.872316;289.72;302.41;5.285711;4.6;;96.2;0.961596;265.83;266.87;5.545;5.3;;95.0;0.945642;224.16;246.92;4.518;4.3;;99.0;0.990337;251.02;228.41;6.90742;6.8;;98.5;0.985864;251.14;225.73;6.860983;6.8;;100.0;1.0;250.75;234.28;7.008994;7.0;;96.8;0.968757;275.79;271.64;5.7905;5.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300307;Alecrim;153719.013;25105.18;137865.214;22515.96;162073.239;28384.1;61908.999;4543.119;54717.617;32254.157;153423.892;8649.347;Pecuária, inclusive apoio à pecuária;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;91.1;0.915716;298.92;293.69;5.284386;4.8;;91.1;0.915716;298.92;293.69;5.284386;4.8;;94.3;0.942069;260.82;256.54;5.289333;5.0;;;;;;;;;99.7;0.996553;243.48;223.06;6.666254;6.6;;;;;;;;;100.0;1.0;243.48;223.06;6.666254;6.7;;95.4;0.951297;260.82;256.54;5.289333;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300406;Alegrete;3102027.8;42840.36;2620665.238;36192.53;3079885.857;42485.29;1129604.87;260841.761;1042681.721;431648.217;2864776.569;215109.288;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;75.8;0.79735;261.86;274.78;4.480796;3.6;;76.6;0.723391;267.46;276.4;4.583699;3.3;;92.4;0.923246;248.81;259.89;5.145;4.8;;91.8;0.919621;243.03;249.4;4.873833;4.5;;95.6;0.956085;217.7;213.51;6.000633;5.7;;93.7;0.934747;209.18;205.15;5.686037;5.3;;96.9;0.969702;222.28;218.01;6.169856;6.0;;92.7;0.926347;250.67;263.26;5.232167;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300455;Alegria;136099.35;37277.28;119787.123;32809.4;156623.193;47649.28;75782.485;3775.185;39468.23;27213.882;146239.782;10383.411;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;7;True;81.4;0.819372;281.67;296.62;5.085973;4.2;;81.4;0.819372;281.67;296.62;5.085973;4.2;;95.9;0.959807;269.75;272.03;5.696333;5.5;;93.9;0.943692;258.75;265.8;5.409167;5.1;;98.3;0.983277;237.78;227.82;6.644021;6.5;;96.7;0.963395;225.06;226.53;6.377818;6.1;;;;;;;;;97.6;0.974599;276.12;275.63;5.8625;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300471;Almirante Tamandaré do Sul;223166.993;113340.27;267475.401;135843.27;276411.847;142848.5;156681.866;28161.484;52314.033;19604.688;256762.07;19649.777;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Pecuária, inclusive apoio à pecuária;2;True;;;;;;;;;;;;;;;92.2;0.91954;264.88;270.57;5.590833;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.2;0.906987;264.88;270.57;5.590833;5.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300505;Alpestre;302869.447;42555.77;256623.881;36057.87;196383.735;33370.22;67275.681;25565.628;44935.29;50266.926;188043.524;8340.21;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;8;True;97.2;0.972097;265.56;273.61;4.515248;4.4;;97.2;0.972097;265.56;273.61;4.515248;4.4;;99.7;0.996973;274.29;273.92;5.8035;5.8;;99.5;0.995695;273.03;273.74;5.7795;5.8;;100.0;1.0;257.75;241.83;7.279855;7.3;;100.0;1.0;265.7;248.62;7.555027;7.6;;100.0;1.0;249.01;234.35;6.977061;7.0;;100.0;1.0;275.95;274.16;5.835167;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300554;Alto Alegre;72441.818;40245.45;67859.366;37699.65;106141.567;66755.7;62503.016;2952.186;20172.453;15898.809;101526.464;4615.103;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;6;True;71.4;0.711672;290.87;304.82;5.337941;3.8;;71.4;0.711672;290.87;304.82;5.337941;3.8;;100.0;1.0;258.66;267.99;5.444167;5.4;;;;;;;;;98.4;0.988931;243.6;228.95;6.775635;6.7;;;;;;;;;98.4;0.988931;243.6;228.95;6.775635;6.7;;100.0;1.0;258.66;267.99;5.444167;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300570;Alto Feliz;203171.417;66136.53;174453.624;56788.29;161548.892;53088.69;43492.563;51050.704;25888.848;23132.2;143564.314;17984.577;Indústrias de transformação;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;6;True;95.5;0.944141;303.08;300.74;5.448352;5.1;;95.5;0.944141;303.08;300.74;5.448352;5.1;;93.8;0.939224;266.16;264.36;5.508667;5.2;;97.3;0.963066;278.87;262.6;5.691167;5.5;;100.0;1.0;249.65;233.66;6.976729;7.0;;100.0;1.0;249.65;233.66;6.976729;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300604;Alvorada;4129934.297;22048.07;3529383.792;18841.97;3302273.337;15550.94;1325.751;475711.71;1415571.925;1066413.27;2959022.656;343250.681;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;8;True;75.2;0.805844;259.06;269.87;4.367967;3.5;;75.7;0.806416;261.01;271.12;4.414068;3.6;;85.3;0.853242;236.18;248.25;4.7405;4.0;;83.6;0.83781;239.44;249.61;4.8175;4.0;;93.1;0.930787;203.7;196.83;5.430185;5.1;;93.4;0.932357;205.54;198.69;5.499117;5.1;;92.4;0.925614;199.16;192.25;5.260271;4.9;;86.9;0.86855;233.84;247.27;4.685167;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300638;Amaral Ferrador;174054.484;32778.62;147333.482;27746.42;147633.404;20688.54;58337.401;4029.205;35722.946;44830.062;142919.614;4713.79;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;4;True;;;;;;;;;;;;;;;89.3;0.891692;254.32;248.19;5.041833;4.5;;;;;;;;;96.0;0.958889;200.97;180.56;5.082267;4.9;;;;;;;;;94.0;0.929621;203.89;182.91;5.18072;4.8;;94.4;0.948153;249.23;246.68;4.931833;4.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300646;Ametista do Sul;203478.293;26598.47;181655.19;23745.78;177771.981;24036.23;25211.046;44189.622;44539.693;45172.743;159113.103;18658.878;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;Demais serviços;7;True;76.8;0.764267;277.42;281.06;4.793348;3.7;;76.8;0.764267;277.42;281.06;4.793348;3.7;;81.5;0.814521;260.87;267.35;5.470333;4.5;;;;;;;;;96.2;0.960375;222.96;210.34;6.043378;5.8;;95.5;0.953801;219.46;208.62;5.945312;5.7;;98.9;0.983589;238.53;218.01;6.47997;6.4;;77.3;0.751304;242.34;257.67;5.000167;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300661;André da Rocha;112013.387;98690.21;105227.878;92711.79;193089.736;142923.56;137604.638;5517.474;29133.972;14485.068;186741.153;6348.583;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;2;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.7;0.9375;254.97;245.54;7.294256;6.8;;95.7;0.9375;254.97;245.54;7.294256;6.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300703;Anta Gorda;333257.468;55943.84;295481.46;49602.39;322292.755;54248.91;130819.875;20625.894;98989.065;36052.632;286487.466;35805.289;Pecuária, inclusive apoio à pecuária;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;6;True;90.8;0.909327;281.11;279.12;4.816132;4.4;;90.8;0.909327;281.11;279.12;4.816132;4.4;;99.4;0.993371;286.27;267.42;5.894833;5.9;;;;;;;;;98.7;0.986953;238.31;220.3;6.517408;6.4;;;;;;;;;98.2;0.978261;238.31;220.3;6.517408;6.4;;99.2;0.992066;286.27;267.42;5.894833;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300802;Antônio Prado;926442.744;71018.99;821731.524;63307.51;797512.764;61154.26;83538.591;262422.005;254353.255;80503.457;680817.308;116695.455;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;8;True;83.7;0.841052;299.89;289.35;5.233039;4.4;;83.7;0.841052;299.89;289.35;5.233039;4.4;;89.9;0.898363;273.37;269.66;5.717167;5.1;;92.6;0.928746;274.38;275.08;5.824333;5.4;;95.5;0.954651;230.78;209.25;6.172797;5.9;;95.7;0.953616;229.49;211.97;6.197633;5.9;;95.3;0.955873;232.75;205.09;6.134756;5.9;;87.6;0.871168;272.67;265.93;5.643333;4.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300851;Arambaré;233581.546;56804.85;233906.639;56883.91;285089.122;80442.75;190606.431;10440.211;46393.728;31118.772;278559.142;6529.98;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;90.2;0.902428;271.76;291.58;4.871338;4.4;;90.2;0.902428;271.76;291.58;4.871338;4.4;;90.7;0.899167;248.59;253.56;5.035833;4.5;;89.8;0.89448;261.23;244.42;5.094167;4.6;;95.1;0.942467;205.13;206.52;5.633656;5.3;;94.2;0.931634;205.13;206.52;5.633656;5.2;;;;;;;;;92.1;0.905869;235.96;262.69;4.9775;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300877;Araricá;322955.377;37883.33;289317.344;33937.52;236432.38;40485.0;1257.785;91220.05;66928.606;45460.416;204866.856;31565.523;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;77.4;0.788405;296.92;297.29;5.310188;4.2;;77.4;0.788405;296.92;297.29;5.310188;4.2;;89.2;0.886751;256.03;255.42;5.190833;4.6;;91.4;0.911793;259.43;257.04;5.2745;4.8;;93.6;0.938444;236.76;229.96;6.663464;6.3;;93.6;0.938281;236.76;229.96;6.663464;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4300901;Aratiba;1185217.051;182819.23;1178832.186;181834.36;946971.906;154104.46;113658.622;698597.243;64230.438;53001.675;929487.976;17483.929;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Pecuária, inclusive apoio à pecuária;Administração, defesa, educação e saúde públicas e seguridade social;8;True;92.6;0.92888;305.58;295.35;5.402775;5.0;;92.6;0.92888;305.58;295.35;5.402775;5.0;;99.6;0.994924;280.46;270.23;5.844833;5.8;;100.0;1.0;296.66;282.5;6.319333;6.3;;100.0;1.0;240.8;226.67;6.680745;6.7;;100.0;1.0;244.25;231.66;6.837312;6.8;;100.0;1.0;233.7;216.39;6.35834;6.4;;98.8;0.989158;260.89;255.41;5.271667;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301008;Arroio do Meio;1943138.022;88493.4;1781075.948;81094.38;1536560.062;72750.35;89636.05;618763.526;452911.543;120174.86;1281485.979;255074.083;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;5;True;;;;;;;;;;;;;;;93.9;0.939787;279.05;271.95;5.85;5.5;;94.2;0.943297;282.69;276.81;5.991667;5.7;;96.7;0.969508;243.48;227.72;6.750981;6.5;;96.7;0.969508;243.48;227.72;6.750981;6.5;;;;;;;;;90.4;0.900856;249.94;233.04;4.716333;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301057;Arroio do Sal;353686.792;31987.59;308206.172;27874.3;285580.398;27242.24;3597.415;25137.459;153272.364;79717.63;261724.868;23855.53;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;91.2;0.914964;275.62;278.28;4.72645;4.3;;91.2;0.914964;275.62;278.28;4.72645;4.3;;91.2;0.911135;256.33;267.68;5.400167;4.9;;89.9;0.899046;253.18;267.27;5.340833;4.8;;95.2;0.949749;219.2;210.64;5.977077;5.7;;95.2;0.949749;219.2;210.64;5.977077;5.7;;;;;;;;;100.0;1.0;274.7;270.08;5.746333;5.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301073;Arroio do Padre;96550.913;37149.25;79174.433;30463.42;76784.699;25888.3;32440.687;2805.106;14102.802;23741.083;73089.678;3695.021;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;4;True;84.2;0.842061;258.88;261.51;4.24029;3.6;;84.2;0.842061;258.88;261.51;4.24029;3.6;;;;;;;;;;;;;;;;94.0;0.939131;241.36;226.73;6.692523;6.3;;94.0;0.939131;241.36;226.73;6.692523;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301107;Arroio dos Ratos;404984.553;27736.77;358088.045;24524.9;357347.875;25163.57;85045.038;37878.064;120837.869;88920.116;332681.087;24666.788;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;8;True;75.1;0.763023;262.96;278.43;4.550886;3.5;;75.1;0.763023;262.96;278.43;4.550886;3.5;;89.9;0.897243;244.28;249.8;4.901333;4.4;;90.5;0.904092;243.76;248.75;4.875167;4.4;;93.3;0.934087;203.62;194.91;5.393749;5.0;;93.2;0.931441;204.43;195.57;5.421207;5.0;;93.8;0.943139;201.27;193.03;5.31472;5.0;;88.2;0.879385;245.5;252.29;4.963167;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301206;Arroio do Tigre;472739.311;39205.45;403055.375;33426.39;429273.362;31911.49;163722.857;28257.615;131096.221;78881.529;401958.223;27315.14;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;7;True;88.4;0.88474;295.41;281.68;5.055298;4.5;;88.4;0.88474;295.41;281.68;5.055298;4.5;;96.8;0.967692;251.09;243.33;4.907;4.7;;;;;;;;;98.9;0.988663;235.05;224.04;6.523194;6.4;;98.6;0.985369;197.64;180.96;5.02599;5.0;;100.0;1.0;258.99;251.62;7.481519;7.5;;100.0;1.0;288.77;288.12;6.2815;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301305;Arroio Grande;965508.115;54989.64;1005950.314;57292.99;1131511.845;62222.26;675999.037;45049.211;246320.611;112713.843;1080082.702;51429.143;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;;;;;;;;;;;;;;;89.2;0.891377;232.3;239.85;4.535833;4.0;;92.9;0.930153;235.78;243.62;4.656667;4.3;;92.8;0.925366;219.76;206.26;5.908128;5.5;;94.6;0.944752;218.95;203.77;5.847397;5.5;;91.6;0.91227;220.1;207.31;5.933707;5.4;;87.5;0.873542;231.25;238.7;4.499167;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301404;Arvorezinha;404652.153;39202.88;346013.892;33521.98;336248.132;32263.3;83483.8;35137.135;129312.446;58531.769;306465.15;29782.982;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;Administração, defesa, educação e saúde públicas e seguridade social;5;True;;;;;;;;;;;;;;;97.3;0.972669;264.55;266.1;5.510833;5.4;;96.6;0.96694;256.21;257.0;5.220167;5.0;;99.6;0.996178;245.89;230.97;6.856065;6.8;;;;;;;;;99.4;0.994555;249.64;232.94;6.963448;6.9;;97.7;0.978375;268.71;270.65;5.656;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301503;Augusto Pestana;350687.048;49054.0;343697.009;48076.24;504184.31;77033.51;243198.048;22390.163;161680.175;41167.912;468436.299;35748.012;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Pecuária, inclusive apoio à pecuária;6;True;84.4;0.842177;307.35;306.34;5.592156;4.7;;84.4;0.842177;307.35;306.34;5.592156;4.7;;88.8;0.882843;282.22;274.79;5.950167;5.3;;;;;;;;;98.2;0.982491;263.51;242.22;7.39687;7.3;;;;;;;;;99.3;0.993432;263.51;242.22;7.39687;7.3;;89.7;0.89148;282.22;274.79;5.950167;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301552;Áurea;177755.631;52342.65;155194.591;45699.23;163439.24;46471.21;68471.12;13627.525;43894.679;26470.385;152463.709;10975.531;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;6;True;95.8;0.960876;286.76;290.83;5.070785;4.9;;95.8;0.960876;286.76;290.83;5.070785;4.9;;89.6;0.899944;278.58;270.68;5.821;5.2;;;;;;;;;96.2;0.955766;272.58;236.61;7.467961;7.1;;;;;;;;;100.0;1.0;272.58;236.61;7.467961;7.5;;93.8;0.945668;278.58;270.68;5.821;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301602;Bagé;4414767.606;37432.95;4135744.096;35067.1;3748436.997;30846.76;398452.249;422684.224;1781941.797;769883.383;3372961.653;375475.344;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;8;True;80.6;0.849627;270.71;277.06;4.639226;3.9;;81.0;0.847189;275.58;280.85;4.764361;4.0;;88.8;0.888057;253.99;260.02;5.2335;4.6;;86.9;0.869906;252.66;257.89;5.175833;4.5;;95.6;0.956345;218.28;212.0;5.984247;5.7;;95.1;0.951446;221.48;214.97;6.099316;5.8;;96.6;0.96685;212.16;206.32;5.76418;5.6;;91.3;0.913176;255.67;262.71;5.306333;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301636;Balneário Pinhal;333149.046;22276.77;332681.911;22245.53;312094.778;21310.67;26133.457;23357.499;139668.049;100671.36;289830.365;22264.413;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;7;True;83.1;0.837656;259.95;278.18;4.504869;3.8;;83.1;0.837656;259.95;278.18;4.504869;3.8;;84.5;0.84566;249.26;262.57;5.197167;4.4;;83.8;0.839203;246.11;259.76;5.097833;4.3;;87.4;0.862678;217.26;208.26;5.896781;5.1;;87.4;0.862678;217.26;208.26;5.896781;5.1;;;;;;;;;100.0;1.0;270.05;281.1;5.8525;5.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;43;RS;Rio Grande do Sul;4301651;Barão;462911.085;71646.97;319646.661;49473.25;308102.42;49438.77;39226.044;130019.361;51687.466;36777.906;257710.777;50391.643;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;7;True;89.6;0.929958;308.92;297.7;5.484865;5.1;;89.6;0.929958;308.92;297.7;5.484865;5.1;;94.3;0.93963;274.21;272.48;5.778167;5.4;;91.9;0.912237;280.78;272.95;5.8955;5.4;;97.8;0.978014;241.81;234.61;6.844384;6.7;;97.7;0.977808;245.83;235.69;6.940738;6.8;;;;;;;;;96.7;0.962921;261.52;271.57;5.5515;5.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
